Scientific Name,Common Name,# of States 2005,States 2005,# of States 2015,States 2015,Taxonomic Group
Troglodytes pacificus ochroleucus,Pacific Wren,0,,1,Alaska,Birds
Troglodytes pacificus semidiensis,Sedimi Winter Wren,1,Alaska,1,Alaska,Birds
Troglodytes troglodytes,Winter Wren,9,"Arizona,Connecticut,Maryland,Minnesota,Montana,New Jersey,Ohio,Rhode Island,Tennessee",1,Tennessee,Birds
Trogloglanis pattersoni,toothless blindcat,1,Texas,1,Texas,Fish
Trollius laxus,American globeflower,0,,1,Connecticut,Plants
Tropidocarpum californicum,king's gold,0,,1,California,Plants
Tropidocarpum capparideum,caperfruit tropidocarpum,0,,1,California,Plants
Tropidosteptes amoenus,ash plant bug,0,,1,Maryland,Other Invertebrates
Truncilla cognata,Mexican fawnsfoot,1,Texas,1,Texas,Mollusks
Truncilla macrodon,Texas fawnsfoot,1,Texas,1,Texas,Mollusks
Tryonia angulata,Sportinggoods tryonia,1,Nevada,1,Nevada,Mollusks
Tryonia brunei,Burnes tryonia,1,Texas,1,Texas,Mollusks
Tryonia cheatumi,Phantom tryonia,1,Texas,1,Texas,Mollusks
Tryonia circumstriata,Gonzales spring snail,1,Texas,1,Texas,Mollusks
Tryonia clathrata,grated tryonia,1,Nevada,1,Nevada,Mollusks
Tryonia elata,Point of Rocks tryonia,1,Nevada,1,Nevada,Mollusks
Tryonia ericae,minute tryonia,1,Nevada,1,Nevada,Mollusks
Tryonia gilae,Gila tryonia,1,Arizona,1,Arizona,Mollusks
Tryonia margae,Grapevine Springs elongate tryonia,1,California,1,California,Mollusks
Tryonia monitorae,monitor tryonia,1,Nevada,1,Nevada,Other
Tryonia porrecta,Desert Tryonia,1,Nevada,1,Utah,Other
Tryonia quitobaquitae,Quitobaquito tryonia,1,Arizona,1,Arizona,Mollusks
Tryonia rowlandsi,Grapevine Springs squat tryonia,1,California,1,California,Mollusks
Tryonia variegata,Amargosa tryonia,1,Nevada,1,Nevada,Mollusks
Tubastraea coccinea,Colonial Cup Coral,1,Hawaii,1,Hawaii,Other Invertebrates
Tubastraea diaphana,Black Cup Coral,1,Hawaii,1,Hawaii,Other Invertebrates
Tubificoides, An oligochaete/sludge worm,0,,1,South Carolina,Other Invertebrates
Tubificoides wasselli,An oligochaete/sludge worm,1,South Carolina,1,South Carolina,Other Invertebrates
Tuctoria greenei,Greene's tuctoria,0,,1,California,Plants
Tuctoria mucronata,prickley spiralgrass,0,,1,California,Plants
Tulotoma magnifica,tulotoma,1,Alabama,1,Alabama,Mollusks
Turbinidae,,0,,1,Florida,Mollusks
Turbo argyrostoma,Silver-mouthed Turban,1,Northern Mariana Islands,1,Northern Mariana Islands,Other
Turbo petholatus,Tapestry Turban,1,Northern Mariana Islands,1,Northern Mariana Islands,Mollusks
Turbo sandwicensis,"Hawaiian Turban, âAilea",1,Hawaii,1,Hawaii,Mollusks
Turbo setosus,Rough Turban,1,Northern Mariana Islands,1,Northern Mariana Islands,Other
Turritis glabra,tower rockcress,2,"Missouri,Nebraska",1,Tennessee,Plants
Tursiops aduncus,Indo-Pacific Bottlenose Dolphin,0,,1,American Samoa,Mammals
Tutelina formicaria,a species of jumping spider,1,Minnesota,1,Minnesota,Other Invertebrates
Tychobythinus strinatii,(a cave obligate beetle),1,Tennessee,1,Tennessee,Other Invertebrates
Tympanuchus cupido attwateri,Attwater's Greater Prairie Chicken,1,Texas,1,Texas,Birds
Tympanuchus phasianellus jamesi,Plains sharp-tailed grouse,1,Colorado,1,Colorado,Birds
Typhlatya monae,Mona's Cave Shrimp,1,Puerto Rico,1,Puerto Rico,Other
Typhlogastrura alabamensis,Cave Obligate Springtail,1,Arkansas,1,Arkansas,Other Invertebrates
Typhlogastrura christianseni,Christiansenâs cave springtail,0,,1,Tennessee,Other Invertebrates
Typhlogastrura helleri,Heller Cave Springtail,0,,1,Pennsylvania,Other Invertebrates
Typhlops,Blind Snakes,0,,1,Puerto Rico,Reptiles
Typocerus fulvocinctus,Yellow-banded Typocerus Long-horned Beetle,0,,1,Florida,Other Invertebrates
Tyrannochthonius fiskei,(a cave obligate pseudoscorpion),1,Tennessee,1,Tennessee,Other Invertebrates
Tyrannochthonius halopotamus,Salt River cave pseudoscorpion,0,,1,Tennessee,Other Invertebrates
Tyrannochthonius steevesi,(a cave obligate pseudoscorpion),1,Tennessee,1,Tennessee,Other Invertebrates
Tyrannochthonius troglodytes,A cave obligate pseudoscorpion,1,Texas,1,Texas,Other Invertebrates
Tyrannus caudifasciatus,Loggerhead Kingbird,1,Puerto Rico,1,Puerto Rico,Birds
Tyrannus vociferans,Cassin's Kingbird,2,"Nebraska,Texas",1,Nebraska,Birds
Uca,Fiddler Crabs,2,"Connecticut,Rhode Island",1,Connecticut,Other Invertebrates
Uca leptodactyla,marbled fiddler,1,Puerto Rico,1,Puerto Rico,Other Invertebrates
Uca major,Fiddler Crab,1,Puerto Rico,1,Puerto Rico,Other
Uca thayeri,mangrove fiddler,1,Puerto Rico,1,Puerto Rico,Other Invertebrates
Uca vocator,hairback fiddler,1,Puerto Rico,1,Puerto Rico,Other Invertebrates
Ucides cordatus,swamp ghost crab,1,Puerto Rico,1,Puerto Rico,Other Invertebrates
Uhlorchestia uhleri,No common name,1,South Carolina,1,Rhode Island,Other Invertebrates
Ulmus thomasii,Cork Elm,3,"Missouri,Nebraska,Vermont",1,Vermont,Plants
Ululania stellata,No Common Name,1,Hawaii,1,Hawaii,Other
Ulvaria subbifurcata,radiated shanny,0,,1,Connecticut,Fish
Uma,Fringe-toed Lizards,1,Arizona,1,Arizona,Reptiles
Uma inornata,Coachella Valley Fringe-toed Lizard,1,California,1,California,Reptiles
Uma notata,Colorado Desert Fringe-toed Lizard,1,California,1,California,Reptiles
Undescribed Anarchias species,No Common Name,1,Hawaii,1,Hawaii,Other
Undescribed Bodianus species,Hawaiian Pigfish,1,Hawaii,1,Hawaii,Other
Undescribed Prognathodes species,Orange-margin Butterflyfish,1,Hawaii,1,Hawaii,Other
Undulambia striatalis,A crambid snout moth,0,,1,Maryland,Other Invertebrates
Uniola paniculata,Sea Oats,0,,1,Louisiana,Plants
Uniomerus carolinianus,Florida pondhorn,2,"Mississippi,Virginia",1,Virginia,Mollusks
Unionidae,,0,,1,Florida,Mollusks
Upogebia pugettensis,blue mud shrimp,0,,1,Oregon,Other Invertebrates
Urera glabra,hopue,1,Hawaii,1,Hawaii,Plants
Urera kaalae,opuhe,1,Hawaii,1,Hawaii,Plants
Uria aalge inornata,Common Murre,0,,1,Alaska,Birds
Uria lomvia,Thick-billed Murre,1,Alaska,1,Delaware,Birds
Uria lomvia arra,Thick-billed Murre,0,,1,Alaska,Birds
Uroblaniulus canadensis,A millipede,1,Virginia,1,Virginia,Other Invertebrates
Uroblaniulus jerseyi,A millipede,1,Virginia,1,Virginia,Other Invertebrates
